id,utterance,pattern_count,source
meta_002020,He clearly doesn't respect me,1,synthetic
meta_002594,"They left me, so I'm unlovable",1,synthetic
meta_001630,I'm unable to change,1,synthetic
meta_001006,I never do anything right,1,synthetic
meta_000207,Everyone expects so much from me,1,synthetic
meta_000801,This situation is worse than I thought,1,synthetic
meta_002423,He causes all my problems,1,synthetic
meta_002079,I can tell she doesn't want me around,1,synthetic
meta_000741,She's more capable than me,1,synthetic
meta_001730,It's impossible for me to be happy,1,synthetic
meta_001013,Nobody ever listens to me,1,synthetic
meta_000159,He upset me again,1,synthetic
meta_001847,My shame is eating away at me,1,synthetic
meta_002957,"After I fail, nobody will want me",1,synthetic
meta_000537,People keep doing hurtful things,1,synthetic
meta_002740,Not asking my opinion means I'm not valued,1,synthetic
meta_000291,They make me feel worthless,1,synthetic
meta_000220,He upset me again,1,synthetic
meta_002726,"They left me, so I'm unlovable",1,synthetic
meta_001221,I must not let anyone down,1,synthetic
meta_000941,Nobody ever listens to me,1,synthetic
meta_000228,It's all their fault,1,synthetic
meta_002581,"He's busy, which proves he doesn't care",1,synthetic
meta_001776,The anger is consuming me,1,synthetic
meta_002630,"She didn't text back, so she's rejecting me",1,synthetic
meta_002397,Her rejection ruined my self-worth,1,synthetic
meta_000048,He upset me again,1,synthetic
meta_001854,The guilt haunts me,1,synthetic
meta_000295,They all talk about me behind my back,1,synthetic
meta_000170,People always judge me for it,1,synthetic
meta_000564,She's been acting strange lately,1,synthetic
meta_002772,"After I fail, nobody will want me",1,synthetic
meta_001994,The guilt haunts me,1,synthetic
meta_002688,"He's busy, which proves he doesn't care",1,synthetic
meta_002054,People look at me like I'm pathetic,1,synthetic
meta_000775,This is the worst thing that's happened,1,synthetic
meta_001610,I can't talk about my feelings,1,synthetic
meta_001653,I'm incapable of loving myself,1,synthetic
meta_001598,It's impossible for me to be happy,1,synthetic
meta_001488,I won't ever get over this,1,synthetic
meta_000503,They messed everything up,1,synthetic
meta_001901,My anxiety is overwhelming me,1,synthetic
meta_002493,Her rejection ruined my self-worth,1,synthetic
meta_002691,"He's busy, which proves he doesn't care",1,synthetic
meta_002416,Her rejection ruined my self-worth,1,synthetic
meta_000455,Something bad happened to me,1,synthetic
meta_001337,I must not let anyone down,1,synthetic
meta_000491,It went wrong somehow,1,synthetic
meta_002142,They think I'm stupid,1,synthetic
meta_002623,"They left me, so I'm unlovable",1,synthetic
meta_002797,"As my depression deepens, I'll lose everyone",1,synthetic
meta_001937,My anxiety is overwhelming me,1,synthetic
meta_002127,Everyone knows I'm a loser,1,synthetic
meta_000930,Everyone judges me,1,synthetic
meta_002264,She thinks I'm a failure,1,synthetic
meta_002907,"If things get worse, I won't handle it",1,synthetic
meta_001521,I'm unable to change,1,synthetic
meta_002883,"As my depression deepens, I'll lose everyone",1,synthetic
meta_000784,I'm less anxious about it now,1,synthetic
meta_001892,My shame is eating away at me,1,synthetic
meta_000162,Someone told me I'd never succeed,1,synthetic
meta_002298,You're responsible for my failures,1,synthetic
meta_002866,"After I fail, nobody will want me",1,synthetic
meta_001266,I must be perfect or I'm worthless,1,synthetic
meta_002930,"As my depression deepens, I'll lose everyone",1,synthetic
meta_000314,People always judge me for it,1,synthetic
meta_002464,He causes all my problems,1,synthetic
meta_002399,He causes all my problems,1,synthetic
meta_001288,I should never ask for help,1,synthetic
meta_002825,"Now that I'm broken, I'm worthless",1,synthetic
meta_001868,The guilt haunts me,1,synthetic
meta_000053,He upset me again,1,synthetic
meta_000192,He upset me again,1,synthetic
meta_000191,Everyone expects so much from me,1,synthetic
meta_000418,Something bad happened to me,1,synthetic
meta_002225,I know they don't like me,1,synthetic
meta_002955,"If things get worse, I won't handle it",1,synthetic
meta_002002,My anxiety is overwhelming me,1,synthetic
meta_002889,"Before I disappoint them, I should leave",1,synthetic
meta_000533,I don't understand what he wants from me,1,synthetic
meta_002163,She thinks I'm a failure,1,synthetic
meta_001561,I can't do anything about it,1,synthetic
meta_001727,I'm unable to change,1,synthetic
meta_000803,She's more capable than me,1,synthetic
meta_001933,The rejection really hurt me,1,synthetic
meta_002200,Everyone knows I'm a loser,1,synthetic
meta_001294,I must not let anyone down,1,synthetic
meta_000243,She thinks I'm a failure,1,synthetic
meta_002603,"He's busy, which proves he doesn't care",1,synthetic
meta_000259,He upset me again,1,synthetic
meta_002292,You're responsible for my failures,1,synthetic
meta_001455,I must not let anyone down,1,synthetic
meta_002253,He clearly doesn't respect me,1,synthetic
meta_000474,She's been acting strange lately,1,synthetic
meta_002938,"Since I always mess up, why bother trying",1,synthetic
meta_000325,They make me feel worthless,1,synthetic
meta_001060,Nobody wants to be around me,1,synthetic
meta_000652,This situation is worse than I thought,1,synthetic
meta_001852,I'm in a deep depression,1,synthetic
meta_000826,I'm stronger than I used to be,1,synthetic
meta_000356,They broke their promise to me,1,synthetic
meta_001492,I'm unable to change,1,synthetic
meta_000800,Things are different now,1,synthetic
meta_001304,I need to fix everything,1,synthetic
meta_000264,People always judge me for it,1,synthetic
meta_000879,"Every time I try, I fail",1,synthetic
meta_001184,Nobody ever listens to me,1,synthetic
meta_002614,"She didn't text back, so she's rejecting me",1,synthetic
meta_000106,Someone told me I'd never succeed,1,synthetic
meta_002856,"If things get worse, I won't handle it",1,synthetic
meta_000806,This is the worst thing that's happened,1,synthetic
meta_001320,I need to fix everything,1,synthetic
meta_001974,I'm trapped in my sadness,1,synthetic
meta_000395,They messed everything up,1,synthetic
meta_000802,This situation is worse than I thought,1,synthetic
meta_001139,All my relationships fail,1,synthetic
meta_000496,Life keeps throwing challenges at me,1,synthetic
meta_000881,Nobody wants to be around me,1,synthetic
meta_001172,Nobody ever listens to me,1,synthetic
meta_000350,They don't care about my feelings,1,synthetic
meta_000687,This is the worst thing that's happened,1,synthetic
meta_000651,This is the worst thing that's happened,1,synthetic
meta_001229,I need to fix everything,1,synthetic
meta_001519,It's impossible for me to be happy,1,synthetic
meta_001680,I won't ever get over this,1,synthetic
meta_002809,"As my depression deepens, I'll lose everyone",1,synthetic
meta_002567,Not asking my opinion means I'm not valued,1,synthetic
meta_002243,I know they don't like me,1,synthetic
meta_000767,I'm better off alone,1,synthetic
meta_001619,Nobody can understand what I'm going through,1,synthetic
meta_002954,"Since I always mess up, why bother trying",1,synthetic
meta_000054,He made me do it,1,synthetic
meta_000032,They all talk about me behind my back,1,synthetic
meta_001958,My anxiety is overwhelming me,1,synthetic
meta_001914,My anxiety is overwhelming me,1,synthetic
meta_002120,People look at me like I'm pathetic,1,synthetic
meta_002507,His behavior drives me crazy,1,synthetic
meta_002417,Her rejection ruined my self-worth,1,synthetic
meta_000495,They broke their promise to me,1,synthetic
meta_001379,I must be perfect or I'm worthless,1,synthetic
meta_000850,This situation is worse than I thought,1,synthetic
meta_002192,She thinks I'm a failure,1,synthetic
meta_002625,"They left me, so I'm unlovable",1,synthetic
meta_001849,The rejection really hurt me,1,synthetic
meta_001718,Nobody can understand what I'm going through,1,synthetic
meta_002654,"He's busy, which proves he doesn't care",1,synthetic
meta_002917,"After I fail, nobody will want me",1,synthetic
meta_001349,I must be perfect or I'm worthless,1,synthetic
meta_001802,I can't escape my fear,1,synthetic
meta_000549,He did it again,1,synthetic
meta_001989,I'm in a deep depression,1,synthetic
meta_001040,I never do anything right,1,synthetic
meta_000459,Something bad happened to me,1,synthetic
meta_001602,Nobody can understand what I'm going through,1,synthetic
meta_000768,She's more capable than me,1,synthetic
meta_002117,He clearly doesn't respect me,1,synthetic
meta_002232,She thinks I'm a failure,1,synthetic
meta_000811,I'm better off alone,1,synthetic
meta_001518,I won't ever get over this,1,synthetic
meta_002289,I can tell she doesn't want me around,1,synthetic
meta_001442,I have to be strong all the time,1,synthetic
meta_001321,I have to be strong all the time,1,synthetic
meta_001681,I can't do anything about it,1,synthetic
meta_001860,I'm struggling with my self-esteem,1,synthetic
meta_000846,I'm stronger than I used to be,1,synthetic
meta_000951,Nobody wants to be around me,1,synthetic
meta_001872,The loneliness is unbearable,1,synthetic
meta_002966,"When I fail again, it will destroy everything",1,synthetic
meta_000719,I'm doing better now,1,synthetic
meta_000255,He made me do it,1,synthetic
meta_000962,"Every time I try, I fail",1,synthetic
meta_001754,I can't do anything about it,1,synthetic
meta_000401,He did it again,1,synthetic
meta_002563,Not asking my opinion means I'm not valued,1,synthetic
meta_002666,"They left me, so I'm unlovable",1,synthetic
meta_002968,"Before I disappoint them, I should leave",1,synthetic
meta_002301,His behavior drives me crazy,1,synthetic
meta_001592,I won't ever get over this,1,synthetic
meta_002692,"She didn't text back, so she's rejecting me",1,synthetic
meta_000434,Something bad happened to me,1,synthetic
meta_000862,Everyone judges me,1,synthetic
meta_001745,Nobody can understand what I'm going through,1,synthetic
meta_000594,I can't believe what she said to me,1,synthetic
meta_001368,I have to be strong all the time,1,synthetic
meta_000067,He upset me again,1,synthetic
meta_001980,The guilt haunts me,1,synthetic
meta_002150,I can tell she doesn't want me around,1,synthetic
meta_001031,Nobody wants to be around me,1,synthetic
meta_000910,Everyone judges me,1,synthetic
meta_001298,I must succeed at everything,1,synthetic
meta_000205,Everyone expects so much from me,1,synthetic
meta_001116,I never do anything right,1,synthetic
meta_001899,My anxiety is overwhelming me,1,synthetic
meta_001278,I need to fix everything,1,synthetic
meta_002149,He judges me for everything,1,synthetic
meta_001536,I can't talk about my feelings,1,synthetic
meta_001017,"Every time I try, I fail",1,synthetic
meta_002639,Not asking my opinion means I'm not valued,1,synthetic
meta_000843,I'm doing better now,1,synthetic
meta_001910,I'm struggling with my self-esteem,1,synthetic
meta_001263,I must be perfect or I'm worthless,1,synthetic
meta_002532,Your words destroyed my confidence,1,synthetic
meta_002800,"If things get worse, I won't handle it",1,synthetic
meta_002804,"If things get worse, I won't handle it",1,synthetic
meta_000213,Everyone expects so much from me,1,synthetic
meta_002388,You make me angry,1,synthetic
meta_001651,I can't forgive myself,1,synthetic
meta_002497,Your words destroyed my confidence,1,synthetic
meta_000204,People always judge me for it,1,synthetic
meta_002085,Everyone knows I'm a loser,1,synthetic
meta_001856,The anger is consuming me,1,synthetic
meta_001895,The guilt haunts me,1,synthetic
meta_001921,I'm trapped in my sadness,1,synthetic
meta_002521,You're responsible for my failures,1,synthetic
meta_002716,"He doesn't call me, so he hates me",1,synthetic
meta_002098,I know they don't like me,1,synthetic
meta_001299,I have to be strong all the time,1,synthetic
meta_002051,She thinks I'm a failure,1,synthetic
meta_001394,I must be perfect or I'm worthless,1,synthetic
meta_001411,I have to be strong all the time,1,synthetic
meta_001351,I must be perfect or I'm worthless,1,synthetic
meta_001731,I can't forgive myself,1,synthetic
meta_000584,She's been acting strange lately,1,synthetic
meta_000782,I'm better off alone,1,synthetic
meta_002606,"She's quiet, which means she's angry with me",1,synthetic
meta_001112,"Every time I try, I fail",1,synthetic
meta_000334,People always judge me for it,1,synthetic
meta_001219,I must be perfect or I'm worthless,1,synthetic
meta_001133,Everything is always my fault,1,synthetic
meta_000363,I don't understand what he wants from me,1,synthetic
meta_000765,This is the worst thing that's happened,1,synthetic
meta_000878,I'll never be good enough,1,synthetic
meta_002750,Not asking my opinion means I'm not valued,1,synthetic
meta_000361,Life keeps throwing challenges at me,1,synthetic
meta_001898,I can't escape my fear,1,synthetic
meta_000233,She thinks I'm a failure,1,synthetic
meta_000688,This situation is worse than I thought,1,synthetic
meta_001567,I can't do anything about it,1,synthetic
meta_001995,The anger is consuming me,1,synthetic
meta_001072,I never do anything right,1,synthetic
meta_002886,"Now that I'm broken, I'm worthless",1,synthetic
meta_002754,"If he loved me, he'd always be available",1,synthetic
meta_001697,I'm unable to change,1,synthetic
meta_002919,"When I fail again, it will destroy everything",1,synthetic
meta_000721,She's more capable than me,1,synthetic
meta_000841,I'm stronger than I used to be,1,synthetic
meta_002611,"They left me, so I'm unlovable",1,synthetic
meta_000934,Everyone judges me,1,synthetic
meta_002545,They make me feel worthless,1,synthetic
meta_001023,"Every time I try, I fail",1,synthetic
meta_002863,"As my depression deepens, I'll lose everyone",1,synthetic
meta_002111,I know they don't like me,1,synthetic
meta_002537,You make me angry,1,synthetic
meta_001678,I'm unable to change,1,synthetic
meta_001029,Everything is always my fault,1,synthetic
meta_000629,They broke their promise to me,1,synthetic
meta_002644,Not asking my opinion means I'm not valued,1,synthetic
meta_002434,Your words destroyed my confidence,1,synthetic
meta_000034,He made me do it,1,synthetic
meta_000746,Things are different now,1,synthetic
meta_001667,I won't ever get over this,1,synthetic
meta_000759,I'm better off alone,1,synthetic
meta_002927,"If things get worse, I won't handle it",1,synthetic
meta_001957,My anxiety is overwhelming me,1,synthetic
meta_001182,I'll never be good enough,1,synthetic
meta_001392,I should be able to handle this alone,1,synthetic
meta_002776,"When I fail again, it will destroy everything",1,synthetic
meta_000392,She's been acting strange lately,1,synthetic
meta_002123,Everyone knows I'm a loser,1,synthetic
meta_000430,He did it again,1,synthetic
meta_000713,She's more capable than me,1,synthetic
meta_000443,It went wrong somehow,1,synthetic
meta_002527,Her rejection ruined my self-worth,1,synthetic
meta_001231,I should never ask for help,1,synthetic
meta_000681,This is the worst thing that's happened,1,synthetic
meta_001722,I'm unable to change,1,synthetic
meta_002260,People look at me like I'm pathetic,1,synthetic
meta_000896,Everyone always abandons me,1,synthetic
meta_000150,They don't care about my feelings,1,synthetic
meta_000400,Life keeps throwing challenges at me,1,synthetic
meta_001841,The guilt haunts me,1,synthetic
meta_000515,I don't understand what he wants from me,1,synthetic
meta_001846,The loneliness is unbearable,1,synthetic
meta_000016,She thinks I'm a failure,1,synthetic
meta_002157,They think I'm stupid,1,synthetic
meta_001665,It's impossible for me to be happy,1,synthetic
meta_000466,He did it again,1,synthetic
meta_002067,I know they don't like me,1,synthetic
meta_002046,I know they don't like me,1,synthetic
meta_000605,She's been acting strange lately,1,synthetic
meta_001879,The guilt haunts me,1,synthetic
meta_000617,It went wrong somehow,1,synthetic
meta_000059,People always judge me for it,1,synthetic
meta_001297,I should never ask for help,1,synthetic
meta_001327,I must be perfect or I'm worthless,1,synthetic
meta_002404,Your words destroyed my confidence,1,synthetic
meta_002273,They think I'm stupid,1,synthetic
meta_002081,I know they don't like me,1,synthetic
meta_000041,They all talk about me behind my back,1,synthetic
meta_001594,I can't forgive myself,1,synthetic
meta_002860,"Before I disappoint them, I should leave",1,synthetic
meta_001790,I'm in a deep depression,1,synthetic
meta_000659,She's more capable than me,1,synthetic
meta_001948,My shame is eating away at me,1,synthetic
meta_001973,I'm in a deep depression,1,synthetic
meta_002723,"He's busy, which proves he doesn't care",1,synthetic
meta_002361,Your words destroyed my confidence,1,synthetic
meta_000814,This is the worst thing that's happened,1,synthetic
meta_000674,I'm stronger than I used to be,1,synthetic
meta_001217,I must be perfect or I'm worthless,1,synthetic
meta_001401,I must not let anyone down,1,synthetic
meta_002432,Her rejection ruined my self-worth,1,synthetic
meta_000379,It went wrong somehow,1,synthetic
meta_000221,He made me do it,1,synthetic
meta_002610,"He doesn't call me, so he hates me",1,synthetic
meta_001063,I always mess things up,1,synthetic
meta_000877,Nobody wants to be around me,1,synthetic
meta_001720,Nobody can understand what I'm going through,1,synthetic
meta_001850,The anger is consuming me,1,synthetic
meta_001222,I have to be strong all the time,1,synthetic
meta_000335,It's all their fault,1,synthetic
meta_002283,He clearly doesn't respect me,1,synthetic
meta_002745,"She's quiet, which means she's angry with me",1,synthetic
meta_000284,He upset me again,1,synthetic
meta_002460,His behavior drives me crazy,1,synthetic
meta_002378,He causes all my problems,1,synthetic
meta_002528,Your words destroyed my confidence,1,synthetic
meta_001033,Nobody ever listens to me,1,synthetic
meta_002276,He judges me for everything,1,synthetic
meta_001733,I can't talk about my feelings,1,synthetic
meta_000094,Everyone expects so much from me,1,synthetic
meta_000867,Nobody wants to be around me,1,synthetic
meta_002342,Her rejection ruined my self-worth,1,synthetic
meta_002215,I can tell she doesn't want me around,1,synthetic
meta_001940,The guilt haunts me,1,synthetic
meta_001762,I'm trapped in my sadness,1,synthetic
meta_002685,"They left me, so I'm unlovable",1,synthetic
meta_000256,He made me do it,1,synthetic
meta_002736,"He's busy, which proves he doesn't care",1,synthetic
meta_000129,It's all their fault,1,synthetic
meta_002414,Her rejection ruined my self-worth,1,synthetic
meta_000875,All my relationships fail,1,synthetic
meta_000597,People keep doing hurtful things,1,synthetic
meta_002326,You're responsible for my failures,1,synthetic
meta_002540,You're responsible for my failures,1,synthetic
meta_000157,They don't care about my feelings,1,synthetic
meta_001862,My shame is eating away at me,1,synthetic
meta_002405,He causes all my problems,1,synthetic
meta_000469,He did it again,1,synthetic
meta_001951,The rejection really hurt me,1,synthetic
meta_000871,Everything is always my fault,1,synthetic
meta_001992,I can't escape my fear,1,synthetic
meta_001403,I must be perfect or I'm worthless,1,synthetic
meta_001300,I must succeed at everything,1,synthetic
meta_000265,It's all their fault,1,synthetic
meta_001347,I must succeed at everything,1,synthetic
meta_001645,I can't do anything about it,1,synthetic
meta_002739,"She's quiet, which means she's angry with me",1,synthetic
meta_001775,The rejection really hurt me,1,synthetic
meta_001626,I'm unable to change,1,synthetic
meta_000444,Life keeps throwing challenges at me,1,synthetic
meta_002524,They make me feel worthless,1,synthetic
meta_000352,Life keeps throwing challenges at me,1,synthetic
meta_000447,People keep doing hurtful things,1,synthetic
meta_001905,The guilt haunts me,1,synthetic
meta_002286,People look at me like I'm pathetic,1,synthetic
meta_001909,The guilt haunts me,1,synthetic
meta_001430,I must not let anyone down,1,synthetic
meta_002221,I can tell she doesn't want me around,1,synthetic
meta_001894,My anxiety is overwhelming me,1,synthetic
meta_001591,I can't do anything about it,1,synthetic
meta_000914,Everyone judges me,1,synthetic
meta_000299,They make me feel worthless,1,synthetic
meta_001636,I'm incapable of loving myself,1,synthetic
meta_000649,They messed everything up,1,synthetic
meta_001540,I can't forgive myself,1,synthetic
meta_001191,Everyone judges me,1,synthetic
meta_000432,Something bad happened to me,1,synthetic
meta_000634,Something bad happened to me,1,synthetic
meta_002781,"As my depression deepens, I'll lose everyone",1,synthetic
meta_001003,I'll never be good enough,1,synthetic
meta_000234,Someone told me I'd never succeed,1,synthetic
meta_000175,It's all their fault,1,synthetic
meta_001077,Everything is always my fault,1,synthetic
meta_001844,My anxiety is overwhelming me,1,synthetic
meta_002073,People look at me like I'm pathetic,1,synthetic
meta_001693,I'm unable to change,1,synthetic
meta_000342,He upset me again,1,synthetic
meta_001531,I won't ever get over this,1,synthetic
meta_002191,People look at me like I'm pathetic,1,synthetic
meta_002100,She thinks I'm a failure,1,synthetic
meta_001503,I can't talk about my feelings,1,synthetic
meta_001806,I'm in a deep depression,1,synthetic
meta_002631,"He doesn't call me, so he hates me",1,synthetic
meta_001676,I won't ever get over this,1,synthetic
meta_001643,It's impossible for me to be happy,1,synthetic
meta_002317,You make me angry,1,synthetic
meta_002185,Everyone knows I'm a loser,1,synthetic
meta_000163,He upset me again,1,synthetic
meta_002874,"If things get worse, I won't handle it",1,synthetic
meta_002849,"As my depression deepens, I'll lose everyone",1,synthetic
meta_000576,They messed everything up,1,synthetic
meta_001811,My shame is eating away at me,1,synthetic
meta_002557,"She didn't text back, so she's rejecting me",1,synthetic
meta_001939,I'm in a deep depression,1,synthetic
meta_002616,"She's quiet, which means she's angry with me",1,synthetic
meta_001888,I'm in a deep depression,1,synthetic
meta_000734,I'm less anxious about it now,1,synthetic
meta_000292,They all talk about me behind my back,1,synthetic
meta_000366,He did it again,1,synthetic
meta_002452,You're responsible for my failures,1,synthetic
meta_001489,I'm unable to change,1,synthetic
meta_002702,"He doesn't call me, so he hates me",1,synthetic
meta_000280,Someone told me I'd never succeed,1,synthetic
meta_000662,I'm less anxious about it now,1,synthetic
meta_001211,I need to fix everything,1,synthetic
meta_000696,She's more capable than me,1,synthetic
meta_001285,I have to please everyone,1,synthetic
meta_001863,My anxiety is overwhelming me,1,synthetic
meta_000386,People keep doing hurtful things,1,synthetic
meta_002044,They think I'm stupid,1,synthetic
meta_002373,He causes all my problems,1,synthetic
meta_001268,I have to be strong all the time,1,synthetic
meta_002492,Her rejection ruined my self-worth,1,synthetic
meta_000062,Someone told me I'd never succeed,1,synthetic
meta_002237,I can tell she doesn't want me around,1,synthetic
meta_002038,I know they don't like me,1,synthetic
meta_002771,"Before I disappoint them, I should leave",1,synthetic
meta_002621,"They left me, so I'm unlovable",1,synthetic
meta_000856,Nobody ever listens to me,1,synthetic
meta_000980,Nobody wants to be around me,1,synthetic
meta_001588,I can't do anything about it,1,synthetic
meta_000164,He made me do it,1,synthetic
meta_002699,"They left me, so I'm unlovable",1,synthetic
meta_001476,I must not let anyone down,1,synthetic
meta_001192,Nobody wants to be around me,1,synthetic
meta_001389,I have to please everyone,1,synthetic
meta_000538,Something bad happened to me,1,synthetic
meta_001833,I can't escape my fear,1,synthetic
meta_001399,I need to fix everything,1,synthetic
meta_002144,Everyone knows I'm a loser,1,synthetic
meta_002115,He judges me for everything,1,synthetic
meta_002055,I know they don't like me,1,synthetic
meta_000660,I'm better off alone,1,synthetic
meta_000577,She's been acting strange lately,1,synthetic
meta_000884,Everyone always abandons me,1,synthetic
meta_000949,Nobody wants to be around me,1,synthetic
meta_000383,They broke their promise to me,1,synthetic
meta_000323,It's all their fault,1,synthetic
meta_002876,"Now that I'm broken, I'm worthless",1,synthetic
meta_000621,He did it again,1,synthetic
meta_000661,I'm less anxious about it now,1,synthetic
meta_002891,"If things get worse, I won't handle it",1,synthetic
meta_000154,She thinks I'm a failure,1,synthetic
meta_002339,You're responsible for my failures,1,synthetic
meta_001566,Nobody can understand what I'm going through,1,synthetic
meta_000098,She thinks I'm a failure,1,synthetic
meta_002999,"When I fail again, it will destroy everything",1,synthetic
meta_002057,People look at me like I'm pathetic,1,synthetic
meta_000414,He did it again,1,synthetic
meta_002063,I know they don't like me,1,synthetic
meta_002735,"He doesn't call me, so he hates me",1,synthetic
meta_001358,I must not let anyone down,1,synthetic
meta_000399,I can't believe what she said to me,1,synthetic
meta_000531,Something bad happened to me,1,synthetic
meta_002872,"After I fail, nobody will want me",1,synthetic
meta_001601,It's impossible for me to be happy,1,synthetic
meta_002570,"They left me, so I'm unlovable",1,synthetic
meta_000799,This situation is worse than I thought,1,synthetic
meta_002789,"If things get worse, I won't handle it",1,synthetic
meta_001631,It's impossible for me to be happy,1,synthetic
meta_001157,I never do anything right,1,synthetic
meta_001461,I must be perfect or I'm worthless,1,synthetic
meta_000035,They don't care about my feelings,1,synthetic
meta_001265,I must succeed at everything,1,synthetic
meta_000382,I can't believe what she said to me,1,synthetic
meta_001289,I must be perfect or I'm worthless,1,synthetic
meta_000197,She thinks I'm a failure,1,synthetic
meta_000188,He upset me again,1,synthetic
meta_001982,The anger is consuming me,1,synthetic
meta_000184,They make me feel worthless,1,synthetic
meta_002701,"She didn't text back, so she's rejecting me",1,synthetic
meta_002719,"If he loved me, he'd always be available",1,synthetic
meta_000985,Everyone judges me,1,synthetic
meta_000133,It's all their fault,1,synthetic
meta_000827,I'm stronger than I used to be,1,synthetic
meta_000769,She's more capable than me,1,synthetic
meta_001267,I have to please everyone,1,synthetic
meta_002309,He causes all my problems,1,synthetic
meta_002293,He causes all my problems,1,synthetic
meta_000268,He made me do it,1,synthetic
meta_000437,He did it again,1,synthetic
meta_002219,He clearly doesn't respect me,1,synthetic
meta_000667,I'm better off alone,1,synthetic
meta_002523,His behavior drives me crazy,1,synthetic
meta_000982,Everything is always my fault,1,synthetic
meta_000115,He made me do it,1,synthetic
meta_001375,I have to be strong all the time,1,synthetic
meta_001486,I can't forgive myself,1,synthetic
meta_000319,People always judge me for it,1,synthetic
meta_000428,Something bad happened to me,1,synthetic
meta_000445,She's been acting strange lately,1,synthetic
meta_001106,Everything is always my fault,1,synthetic
meta_000798,Things are different now,1,synthetic
meta_001738,It's impossible for me to be happy,1,synthetic
meta_001522,I won't ever get over this,1,synthetic
meta_000224,They all talk about me behind my back,1,synthetic
meta_000676,This situation is worse than I thought,1,synthetic
meta_001559,I'm unable to change,1,synthetic
meta_001660,I won't ever get over this,1,synthetic
meta_001283,I must succeed at everything,1,synthetic
meta_001956,The rejection really hurt me,1,synthetic
meta_001919,I can't escape my fear,1,synthetic
meta_000317,Everyone expects so much from me,1,synthetic
meta_000753,This situation is worse than I thought,1,synthetic
meta_001607,I won't ever get over this,1,synthetic
meta_000897,I never do anything right,1,synthetic
meta_000230,He made me do it,1,synthetic
meta_001641,I can't talk about my feelings,1,synthetic
meta_000868,All my relationships fail,1,synthetic
meta_000513,People keep doing hurtful things,1,synthetic
meta_002346,They make me feel worthless,1,synthetic
meta_002137,He clearly doesn't respect me,1,synthetic
meta_000377,She's been acting strange lately,1,synthetic
meta_001114,I always mess things up,1,synthetic
meta_000643,They messed everything up,1,synthetic
meta_002307,You make me angry,1,synthetic
meta_000932,I never do anything right,1,synthetic
meta_001254,I must succeed at everything,1,synthetic
meta_002798,"Since I always mess up, why bother trying",1,synthetic
meta_001057,Everything is always my fault,1,synthetic
meta_002946,"Before I disappoint them, I should leave",1,synthetic
meta_001861,I can't escape my fear,1,synthetic
meta_001736,I'm unable to change,1,synthetic
meta_001624,I'm incapable of loving myself,1,synthetic
meta_000045,They make me feel worthless,1,synthetic
meta_002995,"As my depression deepens, I'll lose everyone",1,synthetic
meta_002062,People look at me like I'm pathetic,1,synthetic
meta_000711,This situation is worse than I thought,1,synthetic
meta_000132,They make me feel worthless,1,synthetic
meta_000246,They all talk about me behind my back,1,synthetic
meta_000639,It went wrong somehow,1,synthetic
meta_000456,They messed everything up,1,synthetic
meta_002451,You're responsible for my failures,1,synthetic
meta_000055,Someone told me I'd never succeed,1,synthetic
meta_001819,The rejection really hurt me,1,synthetic
meta_001382,I should never ask for help,1,synthetic
meta_001686,I'm incapable of loving myself,1,synthetic
meta_001926,I'm struggling with my self-esteem,1,synthetic
meta_001227,I should be able to handle this alone,1,synthetic
meta_002161,He judges me for everything,1,synthetic
meta_000574,He did it again,1,synthetic
meta_001925,The guilt haunts me,1,synthetic
meta_000748,This is the worst thing that's happened,1,synthetic
meta_000614,They messed everything up,1,synthetic
meta_001706,I won't ever get over this,1,synthetic
meta_000052,He upset me again,1,synthetic
meta_000316,It's all their fault,1,synthetic
meta_001004,All my relationships fail,1,synthetic
meta_000324,It's all their fault,1,synthetic
meta_000579,It went wrong somehow,1,synthetic
meta_001497,I'm unable to change,1,synthetic
meta_000602,I don't understand what he wants from me,1,synthetic
meta_000124,She thinks I'm a failure,1,synthetic
meta_000648,It went wrong somehow,1,synthetic
meta_003000,"Before I disappoint them, I should leave",1,synthetic
meta_000303,It's all their fault,1,synthetic
meta_000435,Life keeps throwing challenges at me,1,synthetic
meta_000222,She thinks I'm a failure,1,synthetic
meta_002681,"She's quiet, which means she's angry with me",1,synthetic
meta_001740,I'm unable to change,1,synthetic
meta_000108,Everyone expects so much from me,1,synthetic
meta_001547,I'm incapable of loving myself,1,synthetic
meta_000587,Life keeps throwing challenges at me,1,synthetic
meta_002642,"She didn't text back, so she's rejecting me",1,synthetic
meta_000565,I don't understand what he wants from me,1,synthetic
meta_002473,Her rejection ruined my self-worth,1,synthetic
meta_002444,Your words destroyed my confidence,1,synthetic
meta_000864,Everything is always my fault,1,synthetic
meta_000994,I'll never be good enough,1,synthetic
meta_002806,"If things get worse, I won't handle it",1,synthetic
meta_002259,People look at me like I'm pathetic,1,synthetic
meta_000591,They broke their promise to me,1,synthetic
meta_002869,"Before I disappoint them, I should leave",1,synthetic
meta_002565,"She's quiet, which means she's angry with me",1,synthetic
meta_002483,His behavior drives me crazy,1,synthetic
meta_001479,I need to fix everything,1,synthetic
meta_001431,I should never ask for help,1,synthetic
meta_000245,He upset me again,1,synthetic
meta_002445,They make me feel worthless,1,synthetic
meta_002568,"He doesn't call me, so he hates me",1,synthetic
meta_002760,"He doesn't call me, so he hates me",1,synthetic
