id,utterance,primary_emotion,secondary_emotion,intensity,confidence,annotator_id,source,created_at
emot_001249,I went to the farmers' market this weekend and made a good lunch with what I found.,neutral,,0.4672,0.9243,ann_014,synthetic,2026-01-05T00:00:00Z
emot_001284,I had a slow day. Got a few things done but nothing urgent.,neutral,,0.3257,0.8362,ann_004,synthetic,2025-05-03T00:00:00Z
emot_000906,I feel guilty for all the times I chose comfort over courage.,guilt,,0.6945,0.8036,ann_001,forum_scrape,2025-02-06T00:00:00Z
emot_001094,"I'm ashamed of the things I do in secret. If people knew, they'd be disgusted.",shame,guilt,0.9398,0.9017,ann_011,synthetic,2025-08-21T00:00:00Z
emot_000216,Even reading the news triggers a spiral. I can't stop reading but it makes me worse.,anxiety,,0.8688,0.9041,ann_011,clinical_notes,2026-01-14T00:00:00Z
emot_000541,I'm furious at the double standard. They'd never treat a man this way.,anger,guilt,0.6493,0.8951,ann_006,forum_scrape,2025-04-01T00:00:00Z
emot_000462,I feel like I'm always the responsible one and no one appreciates it.,anger,sadness,0.8558,0.7567,ann_005,synthetic,2026-02-03T00:00:00Z
emot_000775,I can't see the purpose in continuing.,hopelessness,anxiety,0.8713,0.8195,ann_005,crisis_text_line,2025-09-14T00:00:00Z
emot_000776,I feel like I'm fighting for a life I'm not sure I want.,hopelessness,sadness,0.8827,0.9548,ann_009,synthetic,2025-01-16T00:00:00Z
emot_000953,I feel guilty for being angry at someone who was hurting themselves.,guilt,sadness,0.9026,0.906,ann_015,synthetic,2025-09-30T00:00:00Z
emot_001179,I went for a run this morning. The weather was good.,neutral,,0.3581,0.9753,ann_008,synthetic,2025-12-29T00:00:00Z
emot_000167,I'm scared of my own mind. The thoughts are getting louder.,anxiety,,0.8067,0.76,ann_009,synthetic,2025-12-04T00:00:00Z
emot_000951,I feel guilty for the years I lost to addiction while my family needed me.,guilt,shame,0.8112,0.8115,ann_007,synthetic,2025-12-15T00:00:00Z
emot_000269,I've been going through the stages of grief out of order and it's disorienting.,sadness,,0.8959,0.9008,ann_010,clinical_notes,2026-02-02T00:00:00Z
emot_000404,I've been sad for so long I'm not sure I know how to not be sad.,sadness,,0.5861,0.8749,ann_009,crisis_text_line,2025-07-07T00:00:00Z
emot_000766,I've tried so many times to get out of this darkness. I'm exhausted.,hopelessness,sadness,0.8625,0.8737,ann_009,clinical_notes,2025-04-15T00:00:00Z
emot_000898,I should have stopped it earlier. I didn't want to make it awkward.,guilt,,0.81,0.8197,ann_011,forum_scrape,2025-01-29T00:00:00Z
emot_000543,I've been irritable in ways I can't fully explain or control.,anger,guilt,0.9371,0.9293,ann_010,synthetic,2025-03-08T00:00:00Z
emot_000994,I feel guilty for how much I've cost the people who love me.,guilt,shame,0.6259,0.7884,ann_014,synthetic,2025-06-15T00:00:00Z
emot_001212,I started planning what I want the next year to look like.,neutral,,0.2978,0.7639,ann_010,synthetic,2025-06-09T00:00:00Z
emot_000812,I've given up on relationships. On connection. On being seen.,hopelessness,,0.8499,0.7702,ann_007,synthetic,2025-02-25T00:00:00Z
emot_001303,I called a friend I hadn't spoken to in a while. Good to catch up.,neutral,,0.4724,0.8699,ann_008,forum_scrape,2025-04-04T00:00:00Z
emot_000696,I'm terrified of the unknown. Of the silence where answers should be.,fear,,0.9632,0.9306,ann_005,clinical_notes,2025-06-03T00:00:00Z
emot_000565,I've been clenching my fists during meetings to stay composed.,anger,sadness,0.7098,0.7892,ann_015,synthetic,2025-07-03T00:00:00Z
emot_000425,I'm furious that this is the world I have to raise my children in.,anger,guilt,0.814,0.7772,ann_006,crisis_text_line,2025-01-16T00:00:00Z
emot_001140,I feel like I was marked from the beginning as someone who wouldn't amount to much.,shame,sadness,0.8525,0.9253,ann_012,crisis_text_line,2025-09-13T00:00:00Z
emot_000982,I've been holding on to guilt about something I did as a teenager.,guilt,,0.794,0.9708,ann_007,synthetic,2026-01-23T00:00:00Z
emot_000009,I'm terrified of silence. It means something is coming.,anxiety,,0.5781,0.9631,ann_003,synthetic,2025-05-02T00:00:00Z
emot_000035,I'm scared of the physical symptoms of anxiety—they feel like something is very wrong.,anxiety,fear,0.8111,0.8672,ann_014,clinical_notes,2025-12-14T00:00:00Z
emot_001203,I've been trying to get better sleep. Changed a few things. Seems to be helping a little.,neutral,,0.2575,0.8832,ann_001,synthetic,2025-02-13T00:00:00Z
emot_000046,I'm terrified of being out of control.,anxiety,fear,0.8209,0.8956,ann_002,crisis_text_line,2025-06-21T00:00:00Z
emot_000734,I'm terrified of making the wrong decision and it has left me paralysed.,fear,,0.6652,0.8969,ann_006,synthetic,2025-04-12T00:00:00Z
emot_000756,I'm past hoping. I'm just enduring.,hopelessness,,0.7579,0.769,ann_012,synthetic,2025-10-20T00:00:00Z
emot_000400,I feel like I'm in mourning for a life I thought I'd have.,sadness,hopelessness,0.9078,0.8663,ann_007,forum_scrape,2025-09-11T00:00:00Z
emot_000027,I've been struggling to complete basic tasks because the anxiety is so consuming.,anxiety,sadness,0.8922,0.8349,ann_003,synthetic,2025-10-10T00:00:00Z
emot_000593,I'm terrified of the escalation. Things are worse and I don't know where the ceiling is.,fear,sadness,0.9126,0.8428,ann_004,synthetic,2025-06-28T00:00:00Z
emot_000638,"I'm afraid that once I start really looking at this, I won't be able to stop.",fear,sadness,0.9099,0.7677,ann_005,synthetic,2025-11-26T00:00:00Z
emot_000583,The way they spoke to me was inexcusable. I'm still shaking.,anger,fear,0.966,0.888,ann_011,synthetic,2026-01-02T00:00:00Z
emot_000612,I've been frozen at the threshold. I need to go inside but I can't.,fear,,0.9636,0.8759,ann_005,synthetic,2025-02-13T00:00:00Z
emot_000884,I feel like I've failed at everything that matters.,hopelessness,,0.9401,0.7619,ann_013,forum_scrape,2025-05-30T00:00:00Z
emot_001043,I feel like I'm less than.,shame,sadness,0.6278,0.8617,ann_001,crisis_text_line,2025-01-11T00:00:00Z
emot_000907,I feel guilty for betraying someone's trust.,guilt,shame,0.8992,0.8584,ann_001,synthetic,2025-11-13T00:00:00Z
emot_000986,I feel guilty for being the reason someone's trust in people was damaged.,guilt,shame,0.5675,0.7854,ann_011,crisis_text_line,2025-06-03T00:00:00Z
emot_000586,I feel like the rage is the only honest emotion I have left.,anger,,0.7193,0.9208,ann_002,synthetic,2025-07-29T00:00:00Z
emot_000740,I'm afraid of not being enough for the people who depend on me.,fear,sadness,0.9089,0.9314,ann_006,crisis_text_line,2026-01-23T00:00:00Z
emot_000092,"Every time I try to fall asleep, my mind starts listing everything that could go wrong.",anxiety,fear,0.9371,0.8601,ann_003,synthetic,2025-06-24T00:00:00Z
emot_001000,I feel guilty for the things I took for granted.,guilt,sadness,0.7054,0.8603,ann_012,synthetic,2025-06-09T00:00:00Z
emot_001136,I'm disgusting. I don't know why anyone would want to be around me.,shame,,0.8638,0.9463,ann_010,forum_scrape,2025-09-21T00:00:00Z
emot_000095,I've been having anxiety attacks in the middle of the night.,anxiety,fear,0.9359,0.8895,ann_004,crisis_text_line,2025-11-13T00:00:00Z
emot_000856,I've lost the capacity to imagine things being different.,hopelessness,,0.9548,0.8928,ann_003,synthetic,2025-10-08T00:00:00Z
emot_000596,I've been having nightmares about losing my children.,fear,,0.9144,0.8977,ann_004,synthetic,2025-11-15T00:00:00Z
emot_001041,I feel like I've been too broken for too long to ever be whole.,shame,hopelessness,0.9191,0.978,ann_011,synthetic,2025-08-05T00:00:00Z
emot_000974,I should have been more honest earlier. Things might have been different.,guilt,shame,0.9416,0.9297,ann_005,synthetic,2026-01-28T00:00:00Z
emot_000225,I've been sleeping 12 hours and still waking up exhausted.,sadness,guilt,0.6103,0.8434,ann_013,forum_scrape,2025-09-20T00:00:00Z
emot_000449,I've been holding my anger in for so long I don't know what to do with it.,anger,guilt,0.8438,0.7613,ann_005,crisis_text_line,2025-06-03T00:00:00Z
emot_001276,I've been reading about different approaches to managing stress.,neutral,,0.2969,0.9609,ann_011,forum_scrape,2025-06-17T00:00:00Z
emot_000868,I've stopped hoping because hope is too painful when it keeps being wrong.,hopelessness,anxiety,0.6341,0.9115,ann_011,synthetic,2025-07-21T00:00:00Z
emot_001042,I'm ashamed of the person I see in old photos. The hope in her eyes that turned out to be misplaced.,shame,sadness,0.7264,0.7567,ann_011,clinical_notes,2025-05-23T00:00:00Z
emot_000375,I feel a deep sadness that I don't think anyone in my life really understands.,sadness,guilt,0.8904,0.782,ann_004,synthetic,2025-06-05T00:00:00Z
emot_000008,I cancel things to avoid anxiety but then I feel worse for cancelling.,anxiety,fear,0.9185,0.9469,ann_001,forum_scrape,2025-02-20T00:00:00Z
emot_000306,The sadness is heavy. I carry it everywhere.,sadness,,0.9204,0.8209,ann_007,synthetic,2025-01-12T00:00:00Z
emot_001078,I'm ashamed of how I behaved when I was struggling. I wasn't kind.,shame,,0.9726,0.9363,ann_005,clinical_notes,2025-01-03T00:00:00Z
emot_000841,I feel like I've run the same experiment over and over and it always fails.,hopelessness,anxiety,0.6547,0.8218,ann_006,synthetic,2025-04-18T00:00:00Z
emot_001236,I reorganised my kitchen. It's much more functional now.,neutral,,0.1824,0.9558,ann_014,synthetic,2025-08-20T00:00:00Z
emot_000769,I've run out of the ability to fool myself into being optimistic.,hopelessness,sadness,0.842,0.9102,ann_001,synthetic,2025-05-19T00:00:00Z
emot_000954,I made a decision that cost someone else dearly. I don't know how to live with that.,guilt,,0.9321,0.9049,ann_013,synthetic,2025-12-21T00:00:00Z
emot_001258,I had a check-in call with my coach. Set some goals for the month.,neutral,,0.2563,0.8772,ann_014,forum_scrape,2025-01-17T00:00:00Z
emot_000264,I've been sorting through her belongings. It breaks me open every time.,sadness,anxiety,0.9274,0.8894,ann_003,synthetic,2025-09-21T00:00:00Z
emot_000665,I've been hypervigilant since the car crash. Every noise on the road.,fear,,0.6865,0.9166,ann_010,forum_scrape,2025-07-25T00:00:00Z
emot_000331,I've been going through her clothes and I can't bring myself to donate them.,sadness,anxiety,0.912,0.8326,ann_006,clinical_notes,2025-05-14T00:00:00Z
emot_001122,I feel like I've been a disappointment to everyone who ever believed in me.,shame,,0.9209,0.9195,ann_012,clinical_notes,2025-11-02T00:00:00Z
emot_000110,I'm scared to start anything new because what if I fail?,anxiety,hopelessness,0.87,0.9041,ann_006,synthetic,2025-03-24T00:00:00Z
emot_000340,I miss who I used to be before all of this.,sadness,hopelessness,0.7141,0.7847,ann_009,synthetic,2025-04-22T00:00:00Z
emot_000383,I feel the sadness of knowing this is a chapter that can't be unwritten.,sadness,,0.6707,0.7556,ann_005,synthetic,2025-02-23T00:00:00Z
emot_001224,I organised my desk and actually kept it tidy for a few days.,neutral,,0.3331,0.8282,ann_004,synthetic,2025-10-11T00:00:00Z
emot_000202,I've been having chest pains from anxiety. My doctor cleared me but I'm still scared.,anxiety,fear,0.7471,0.8944,ann_013,clinical_notes,2025-08-26T00:00:00Z
emot_001248,I've been thinking about what I find meaningful and how to have more of it.,neutral,,0.3637,0.9164,ann_008,synthetic,2025-04-18T00:00:00Z
emot_000315,I feel like I'm slowly disappearing.,sadness,guilt,0.5386,0.8464,ann_015,synthetic,2026-01-28T00:00:00Z
emot_000367,I feel like I've been grieving for so long that grief has become part of my identity.,sadness,fear,0.7533,0.864,ann_004,synthetic,2025-11-12T00:00:00Z
emot_000055,I've stopped socialising because being around people is too exhausting.,anxiety,,0.9076,0.8132,ann_012,synthetic,2025-02-09T00:00:00Z
emot_000271,My parents are getting divorced after 35 years. I'm 30 and I don't know why it hurts so much.,sadness,anxiety,0.6993,0.8057,ann_012,synthetic,2025-10-21T00:00:00Z
emot_000878,I've been unable to sleep because I'm dreading the next day.,hopelessness,sadness,0.7938,0.8711,ann_013,synthetic,2026-01-20T00:00:00Z
emot_001294,I set some goals for the month. Nothing huge—just a few things I want to work toward.,neutral,,0.2699,0.8961,ann_006,crisis_text_line,2025-12-19T00:00:00Z
emot_000853,I've run out of things to try.,hopelessness,sadness,0.7185,0.8308,ann_014,synthetic,2025-08-25T00:00:00Z
emot_001177,I went swimming for the first time in years. Slower than I remembered.,neutral,,0.4238,0.8191,ann_012,synthetic,2025-07-22T00:00:00Z
emot_000794,"I've been surviving, not living. And I'm not sure I can keep surviving.",hopelessness,sadness,0.9166,0.8551,ann_015,synthetic,2025-01-22T00:00:00Z
emot_001185,I made a meal plan for the week. Trying to be a bit more intentional about eating.,neutral,,0.1775,0.8352,ann_008,synthetic,2025-04-09T00:00:00Z
emot_000761,I feel like the world is happening to everyone else and I'm just watching.,hopelessness,,0.8919,0.7938,ann_010,forum_scrape,2025-06-26T00:00:00Z
emot_000224,I've been disconnected from my body. Everything feels far away.,sadness,anxiety,0.5336,0.9597,ann_007,synthetic,2025-11-11T00:00:00Z
emot_000218,Even thinking about relaxing makes me anxious—what if I miss something?,anxiety,hopelessness,0.8815,0.98,ann_002,synthetic,2025-03-21T00:00:00Z
emot_000081,I feel like something is chasing me even when I'm perfectly safe.,anxiety,sadness,0.8679,0.8283,ann_012,synthetic,2025-11-02T00:00:00Z
emot_000594,The terror comes out of nowhere and it's completely overwhelming.,fear,,0.8716,0.8002,ann_010,clinical_notes,2026-01-21T00:00:00Z
emot_000082,I obsess over small things because I can't handle the big things.,anxiety,,0.551,0.7939,ann_012,synthetic,2025-05-04T00:00:00Z
emot_001261,I've been thinking about my career options and trying to figure out the next step.,neutral,,0.2696,0.9593,ann_003,synthetic,2025-07-20T00:00:00Z
emot_000598,I'm scared of flying but my job requires it. I white-knuckle every flight.,fear,,0.6247,0.9391,ann_009,crisis_text_line,2025-07-11T00:00:00Z
emot_000704,I'm terrified of being vulnerable and being left anyway.,fear,,0.9179,0.8815,ann_002,synthetic,2025-02-06T00:00:00Z
emot_000418,I've been struggling with the first of everything without her.,sadness,anxiety,0.7681,0.9397,ann_005,synthetic,2025-09-11T00:00:00Z
emot_000193,Ek pal bhi chain nahi milta. Sab kuch uncertain lagta hai.,anxiety,sadness,0.882,0.8029,ann_014,forum_scrape,2025-10-14T00:00:00Z
emot_000397,I feel the absence of him even in things that had nothing to do with him.,sadness,,0.6845,0.8473,ann_011,clinical_notes,2025-09-07T00:00:00Z
emot_000622,I've been scared of my reflection since the eating disorder started.,fear,,0.9267,0.9282,ann_009,synthetic,2025-09-07T00:00:00Z
emot_000475,I'm angry at myself for trusting him.,anger,,0.8305,0.9728,ann_015,clinical_notes,2025-12-22T00:00:00Z
emot_000474,My anger comes out sideways. I'll be fine and then one small thing sets me off.,anger,fear,0.7894,0.9744,ann_007,crisis_text_line,2026-01-10T00:00:00Z
emot_000247,I feel like the most joyful parts of me have been buried under the sadness.,sadness,hopelessness,0.945,0.897,ann_015,forum_scrape,2025-09-12T00:00:00Z
emot_000606,I've been avoiding my abuser's neighbourhood even though I know it's illogical.,fear,,0.6821,0.8975,ann_002,crisis_text_line,2025-11-13T00:00:00Z
emot_000628,I've been afraid since the diagnosis changed from manageable to serious.,fear,,0.7379,0.8674,ann_006,clinical_notes,2025-07-23T00:00:00Z
emot_000928,I feel guilty for the time I've lost to mental illness that I'll never get back.,guilt,shame,0.6096,0.7726,ann_007,crisis_text_line,2026-01-13T00:00:00Z
emot_000620,I'm afraid of the vulnerability. Of being seen without armour.,fear,,0.9075,0.7888,ann_004,crisis_text_line,2025-06-10T00:00:00Z
emot_000807,What's the point? Nothing I do changes anything.,hopelessness,,0.8307,0.8645,ann_009,crisis_text_line,2025-09-13T00:00:00Z
emot_000763,I feel like I've been waiting for something to change and I'm done waiting.,hopelessness,,0.6755,0.8037,ann_006,synthetic,2025-12-17T00:00:00Z
emot_000145,I'm overwhelmed by how many things can go wrong at any moment.,anxiety,fear,0.9419,0.7802,ann_006,forum_scrape,2025-06-01T00:00:00Z
emot_001176,I had a conversation with a friend about careers. We're in similar situations.,neutral,,0.3705,0.7989,ann_005,synthetic,2025-09-19T00:00:00Z
emot_000632,I've been sleeping with the windows locked even in summer. The fear is very real.,fear,anxiety,0.8422,0.7598,ann_009,crisis_text_line,2025-04-16T00:00:00Z
emot_000861,I've stopped being able to imagine a life worth living.,hopelessness,sadness,0.9763,0.8371,ann_011,forum_scrape,2025-09-11T00:00:00Z
emot_000444,I'm furious that I keep finding out I was lied to.,anger,fear,0.8472,0.8037,ann_003,crisis_text_line,2025-04-14T00:00:00Z
emot_000268,I feel like I've been grieving my old self too—the one who hadn't been through this.,sadness,,0.8178,0.9168,ann_011,synthetic,2025-12-19T00:00:00Z
emot_000180,I've been having tingling in my hands and feet. I know it's anxiety but it scares me.,anxiety,sadness,0.8835,0.7749,ann_006,synthetic,2025-10-12T00:00:00Z
emot_000026,Main bahut zyada sochti hoon. Koi bhi decision lena mushkil ho jaata hai.,anxiety,sadness,0.9031,0.8484,ann_002,synthetic,2025-01-05T00:00:00Z
emot_000925,I've been unable to forgive myself for the things I said when I was at my worst.,guilt,,0.5263,0.7621,ann_003,synthetic,2025-10-03T00:00:00Z
emot_000358,I feel like hope has left the building.,sadness,,0.8551,0.8923,ann_012,synthetic,2025-05-07T00:00:00Z
emot_000293,I feel like I'll never fully recover from this.,sadness,hopelessness,0.6867,0.8969,ann_014,synthetic,2025-07-27T00:00:00Z
emot_000567,I'm angry that I'm the one in therapy and not them.,anger,,0.9277,0.8125,ann_012,crisis_text_line,2025-07-17T00:00:00Z
emot_000837,I've run out of optimism. I've tried refilling it. It's gone.,hopelessness,,0.8765,0.783,ann_014,clinical_notes,2025-02-20T00:00:00Z
emot_000903,I feel guilty for feeling relieved when the relationship ended.,guilt,,0.8338,0.8743,ann_008,clinical_notes,2025-06-07T00:00:00Z
emot_000573,They acted like my contribution meant nothing. It means nothing to them.,anger,,0.9534,0.9698,ann_009,clinical_notes,2025-06-23T00:00:00Z
emot_001002,I've been carrying guilt for years about something I did when I was young.,guilt,anxiety,0.5647,0.7773,ann_014,forum_scrape,2025-03-07T00:00:00Z
emot_000023,I've been avoiding the doctor because I'm scared of getting a diagnosis.,anxiety,fear,0.8993,0.8148,ann_012,synthetic,2025-04-18T00:00:00Z
emot_000294,Nothing tastes the same. Nothing feels the same.,sadness,,0.8152,0.9039,ann_003,synthetic,2025-04-05T00:00:00Z
emot_001130,I'm ashamed of how I've treated myself over the years.,shame,,0.7473,0.815,ann_002,forum_scrape,2026-01-19T00:00:00Z
emot_001062,I'm ashamed of the people I've hurt in the service of my own needs.,shame,,0.7102,0.796,ann_006,clinical_notes,2025-06-06T00:00:00Z
emot_001160,I had an interesting conversation with my colleague today about the project direction.,neutral,,0.4438,0.7777,ann_003,synthetic,2025-09-30T00:00:00Z
emot_000189,I've been googling symptoms obsessively. I know it's making things worse.,anxiety,sadness,0.8968,0.8489,ann_011,forum_scrape,2025-05-26T00:00:00Z
emot_000084,I've been bracing for impact for so long I've forgotten what it felt like to relax.,anxiety,,0.5256,0.801,ann_004,synthetic,2025-12-21T00:00:00Z
emot_001218,I finalised some long-delayed plans. Feels good to have that done.,neutral,,0.454,0.8272,ann_007,synthetic,2025-06-03T00:00:00Z
emot_000390,"I lost my job and with it, my sense of who I am.",sadness,,0.737,0.8488,ann_012,synthetic,2025-01-03T00:00:00Z
emot_001099,I feel like everyone would be better off without my particular kind of brokenness in their lives.,shame,sadness,0.7333,0.8426,ann_013,forum_scrape,2025-11-28T00:00:00Z
emot_000457,I feel rage I don't know what to do with.,anger,fear,0.7968,0.7842,ann_010,clinical_notes,2025-11-11T00:00:00Z
emot_000877,Koi umeed nahi bachi. Bahut thak gaya hoon ladne se.,hopelessness,sadness,0.959,0.8348,ann_008,forum_scrape,2025-10-25T00:00:00Z
emot_000328,I feel sorry for the version of me who thought things would turn out differently.,sadness,,0.7388,0.95,ann_005,synthetic,2025-06-20T00:00:00Z
emot_000883,I've lost interest in the things I used to hold on for.,hopelessness,sadness,0.975,0.9172,ann_005,synthetic,2025-10-16T00:00:00Z
emot_000147,"Even when things are going well, I'm waiting for it to go bad.",anxiety,hopelessness,0.7054,0.9397,ann_013,synthetic,2025-09-04T00:00:00Z
emot_000921,I feel guilty for the ways I've used people's trust.,guilt,,0.6271,0.9484,ann_009,synthetic,2025-10-04T00:00:00Z
emot_000608,I've been scared of this for a long time. Now it's here.,fear,,0.9452,0.926,ann_007,synthetic,2025-08-13T00:00:00Z
emot_000963,I've been unable to let go of the guilt about my sister's suicide attempt.,guilt,sadness,0.6712,0.8549,ann_010,synthetic,2025-03-27T00:00:00Z
emot_000817,I've stopped trying to get better. I'm just trying not to get worse.,hopelessness,anxiety,0.9348,0.7983,ann_010,synthetic,2025-04-18T00:00:00Z
emot_000911,I feel guilty for not being there for my friends when I was in the depths of my own struggle.,guilt,shame,0.8502,0.9423,ann_011,synthetic,2026-01-13T00:00:00Z
emot_000190,I've been awake since 3am running through every possible thing that could go wrong today.,anxiety,,0.9016,0.8209,ann_007,clinical_notes,2025-04-23T00:00:00Z
emot_000917,I said something terrible to my son in anger and I can't undo it.,guilt,,0.775,0.9357,ann_008,forum_scrape,2026-01-31T00:00:00Z
emot_000918,I should have recognised what was happening sooner. Maybe things would be different.,guilt,shame,0.7186,0.8123,ann_007,synthetic,2025-08-19T00:00:00Z
emot_001199,I've been thinking about ways to be more present in my relationships.,neutral,,0.2818,0.8257,ann_011,forum_scrape,2025-02-02T00:00:00Z
emot_000602,I've been scared of the dark since the power cut during the attack.,fear,,0.6623,0.9406,ann_013,synthetic,2026-01-15T00:00:00Z
emot_000519,I keep running the scenario over in my head and I get more angry each time.,anger,fear,0.8298,0.9557,ann_014,forum_scrape,2026-01-19T00:00:00Z
emot_000978,I've been carrying the weight of what I did for a long time.,guilt,sadness,0.7707,0.8209,ann_014,clinical_notes,2025-08-17T00:00:00Z
emot_001087,I feel like I've never been good enough and I never will be.,shame,,0.877,0.9559,ann_001,synthetic,2025-09-11T00:00:00Z
emot_001213,I signed up for a language class that starts next month.,neutral,,0.3387,0.9536,ann_003,synthetic,2026-02-02T00:00:00Z
emot_000976,I feel guilty for the choices I made that I told myself were for everyone's good but really weren't.,guilt,,0.7394,0.8887,ann_001,forum_scrape,2025-09-19T00:00:00Z
emot_001009,I feel guilty for not being a better friend when she was going through the hardest time of her life.,guilt,anxiety,0.7013,0.9296,ann_004,clinical_notes,2025-11-10T00:00:00Z
emot_000392,I've been struggling with the realisation that some things can't be fixed.,sadness,,0.6719,0.7953,ann_005,forum_scrape,2025-02-28T00:00:00Z
emot_000897,I feel guilty for taking the easier path when the harder one was the right one.,guilt,sadness,0.8872,0.9381,ann_002,clinical_notes,2025-09-04T00:00:00Z
emot_000937,I should have said something sooner. By the time I did it was too late.,guilt,shame,0.7296,0.8833,ann_003,clinical_notes,2025-10-30T00:00:00Z
emot_000684,I'm terrified of being alone when I'm sick.,fear,,0.9404,0.9471,ann_014,synthetic,2025-01-22T00:00:00Z
emot_000870,I feel like I'm fighting in a war I've already lost.,hopelessness,guilt,0.8233,0.944,ann_014,synthetic,2025-07-04T00:00:00Z
emot_001222,"I've been on a few outdoor walks this week. Easy, unstructured.",neutral,,0.3218,0.7765,ann_008,synthetic,2025-05-29T00:00:00Z
emot_000276,I feel the loss of a friendship that faded without any clear ending.,sadness,fear,0.8066,0.7942,ann_005,clinical_notes,2025-05-07T00:00:00Z
emot_000015,I need everything to be certain before I can act—but nothing ever is.,anxiety,fear,0.7742,0.9666,ann_004,clinical_notes,2025-10-19T00:00:00Z
emot_000694,I'm terrified of what happens after I leave. Will I be safe?,fear,anxiety,0.8682,0.8777,ann_004,synthetic,2025-07-15T00:00:00Z
emot_000640,I've been having fear responses to things that aren't actually threatening.,fear,,0.8932,0.8607,ann_008,synthetic,2025-09-03T00:00:00Z
emot_000788,I've run out of faith in the future.,hopelessness,,0.9327,0.836,ann_008,synthetic,2025-07-18T00:00:00Z
emot_000525,He got the promotion I deserved and no one even explained why.,anger,,0.8106,0.9396,ann_010,synthetic,2025-07-23T00:00:00Z
emot_000942,I feel guilty for putting my children through the divorce.,guilt,,0.7597,0.8556,ann_012,clinical_notes,2025-10-20T00:00:00Z
emot_000428,"I'm angry at everything right now. The traffic, the noise, the news.",anger,guilt,0.8164,0.9557,ann_012,synthetic,2025-12-12T00:00:00Z
emot_000395,I've been having a hard time since the move. Everything is different.,sadness,fear,0.9554,0.9046,ann_002,synthetic,2025-06-10T00:00:00Z
emot_000585,I'm angry at the people who stayed silent when they could have spoken up.,anger,fear,0.9513,0.9115,ann_015,synthetic,2025-01-24T00:00:00Z
emot_000715,I've been scared of being hospitalised since my last experience.,fear,,0.9379,0.8962,ann_007,clinical_notes,2025-10-16T00:00:00Z
emot_000835,I feel like there's no version of tomorrow that's different from today.,hopelessness,sadness,0.8971,0.9289,ann_008,clinical_notes,2025-02-17T00:00:00Z
emot_000432,They cancelled the project after six months of work. Without so much as a thank you.,anger,sadness,0.9624,0.8655,ann_003,synthetic,2025-01-27T00:00:00Z
emot_000221,I've been holding it together for everyone else. I'm exhausted.,sadness,,0.8181,0.9172,ann_007,clinical_notes,2025-02-10T00:00:00Z
emot_000241,I've been struggling to find meaning in things that used to feel full of meaning.,sadness,guilt,0.6011,0.8199,ann_006,forum_scrape,2025-03-24T00:00:00Z
emot_001106,I'm ashamed of how little I've accomplished compared to where I thought I'd be.,shame,,0.7044,0.8599,ann_003,forum_scrape,2025-03-18T00:00:00Z
emot_001012,I've been carrying guilt about the abortion I had twenty years ago.,guilt,shame,0.9411,0.8592,ann_010,synthetic,2025-12-24T00:00:00Z
emot_000030,I'm terrified of making the wrong decision and ruining everything.,anxiety,,0.965,0.9629,ann_014,synthetic,2025-05-02T00:00:00Z
emot_000922,I feel guilty for every time I chose work over my children.,guilt,,0.7266,0.7946,ann_011,crisis_text_line,2025-03-18T00:00:00Z
emot_000285,I've been visiting places that meant something to us. It helps and hurts at once.,sadness,anxiety,0.9086,0.7959,ann_006,synthetic,2025-05-28T00:00:00Z
emot_000197,I feel like there's a storm inside me that never fully settles.,anxiety,,0.8253,0.9442,ann_007,clinical_notes,2025-05-05T00:00:00Z
emot_000043,I have a constant sense of impending doom.,anxiety,sadness,0.9541,0.8434,ann_005,synthetic,2025-01-01T00:00:00Z
emot_000215,I can feel my heart pounding in my chest right now. For no reason.,anxiety,hopelessness,0.8577,0.913,ann_005,clinical_notes,2025-02-13T00:00:00Z
emot_001198,I went to the gym twice this week. Keeping it manageable.,neutral,,0.4685,0.9778,ann_012,synthetic,2025-04-26T00:00:00Z
emot_000735,I'm scared of loud noises in a way that makes social situations difficult.,fear,sadness,0.6642,0.8499,ann_003,crisis_text_line,2025-01-08T00:00:00Z
emot_000136,I've missed so many things because anxiety talked me out of going.,anxiety,sadness,0.9248,0.7829,ann_011,synthetic,2025-08-25T00:00:00Z
emot_000526,I'm so frustrated I could scream.,anger,sadness,0.98,0.9723,ann_009,forum_scrape,2025-07-11T00:00:00Z
emot_000915,I should have been kinder to my younger self. Instead I was my own worst enemy.,guilt,sadness,0.656,0.9449,ann_007,crisis_text_line,2025-11-10T00:00:00Z
emot_001148,I'm ashamed of the secret I've been carrying since I was a child.,shame,guilt,0.9156,0.9018,ann_003,clinical_notes,2025-11-25T00:00:00Z
emot_000277,I've been buying flowers and putting them on her grave. It's all I can do.,sadness,fear,0.7665,0.9759,ann_005,forum_scrape,2026-01-30T00:00:00Z
emot_000424,I'm furious that my boundary was crossed and then minimised.,anger,fear,0.951,0.9392,ann_003,synthetic,2025-05-13T00:00:00Z
emot_000977,"I feel guilty for feeling relieved when she died. She was suffering, I know, but the guilt is crushing.",guilt,anxiety,0.8389,0.9464,ann_007,synthetic,2025-07-09T00:00:00Z
emot_000689,I've been scared of falling asleep because the nightmares are vivid and violent.,fear,,0.9189,0.7519,ann_004,synthetic,2025-12-12T00:00:00Z
emot_001271,I've been tracking what I eat. No specific goal—just interested in the patterns.,neutral,,0.343,0.8737,ann_015,synthetic,2025-12-08T00:00:00Z
